id,width,height,file_name,timestamp,identity,date,year,split_closed,split_closed_random,split_open
20,2000,1333,images/t001/uUVqsYByEj.JPG,2014-07-14 14:49:19,t001,2014-07-14,2014,test,train,train
21,2000,1333,images/t001/xldQLnWiRI.JPG,2014-07-14 14:49:47,t001,2014-07-14,2014,test,train,train
22,2000,1333,images/t001/zgOfklUqJC.JPG,2014-07-14 14:48:36,t001,2014-07-14,2014,test,test,train
23,2000,1124,images/t002/AWKZYHmepZ.JPG,2010-07-05 17:03:05,t002,2010-07-05,2010,train,train,train
24,2000,1124,images/t002/AyPUCFEHdl.JPG,2010-07-05 17:15:15,t002,2010-07-05,2010,train,train,train
25,2000,1124,images/t002/DrqbIVqYxx.JPG,2010-07-05 17:06:24,t002,2010-07-05,2010,train,train,train
26,2000,1124,images/t002/EjSeeiwrpz.JPG,2010-07-05 17:15:19,t002,2010-07-05,2010,train,train,train
27,2000,1124,images/t002/PnzurZBZbL.JPG,2010-07-05 17:17:26,t002,2010-07-05,2010,train,train,train
28,2000,1124,images/t002/SuPxFCvAob.jpg,2010-07-05 00:00:00,t002,2010-07-05,2010,train,train,train
29,2000,1124,images/t002/UIuKdSOZUI.JPG,2010-07-05 17:07:05,t002,2010-07-05,2010,train,train,train
30,2000,1124,images/t002/dFtPHvFXhQ.JPG,2010-07-05 17:14:58,t002,2010-07-05,2010,train,train,train
31,2000,1124,images/t002/dyrWnymJcS.jpg,2010-07-05 00:00:00,t002,2010-07-05,2010,train,train,train
32,2000,1124,images/t002/hPCHQNBqcs.JPG,2010-07-05 17:06:20,t002,2010-07-05,2010,train,train,train
33,2000,1124,images/t002/lhCREWlJLu.JPG,2010-07-05 17:15:04,t002,2010-07-05,2010,train,train,train
34,2000,1120,images/t002/mfzYdIbukk.jpg,2010-07-05 00:00:00,t002,2010-07-05,2010,train,train,train
35,2000,1124,images/t002/nbXkFSMdaZ.JPG,2010-07-05 17:15:10,t002,2010-07-05,2010,train,train,train
36,2000,1124,images/t002/pIHJimnzHb.JPG,2010-07-05 17:16:34,t002,2010-07-05,2010,train,train,train
37,2000,1124,images/t002/sSnmlGIDhj.JPG,2010-07-05 17:14:14,t002,2010-07-05,2010,train,train,train
38,2000,1124,images/t002/ufuwGirQLa.JPG,2010-07-05 17:06:29,t002,2010-07-05,2010,train,train,train
39,2000,1124,images/t002/waDhOeKzuw.jpg,2010-07-05 00:00:00,t002,2010-07-05,2010,train,train,train
40,2000,1124,images/t003/ETwjGRaQuO.JPG,2010-07-07 16:21:53,t003,2010-07-07,2010,train,test,train
41,2000,1124,images/t003/IbJfsmXgdi.jpg,2010-08-07 17:45:15,t003,2010-08-07,2010,valid,train,train
42,2000,1124,images/t003/IsRboHQOvH.jpg,2010-07-28 22:36:31,t003,2010-07-28,2010,train,train,train
43,2000,1124,images/t003/JTJxSLImUS.jpg,2010-07-28 02:02:53,t003,2010-07-28,2010,train,train,train
44,2000,1124,images/t003/PwTyQxtigI.JPG,2010-07-07 16:04:04,t003,2010-07-07,2010,train,test,train
45,2000,1124,images/t003/RvpUYKwcYw.jpg,2010-07-28 02:12:33,t003,2010-07-28,2010,train,train,train
46,2000,1124,images/t003/SHZVAvsIpG.JPG,2010-07-07 16:18:39,t003,2010-07-07,2010,train,test,train
47,2000,1124,images/t003/TDVKNFzKkC.jpg,2010-08-01 23:01:59,t003,2010-08-01,2010,train,test,train
48,2000,1124,images/t003/UEQGSXvhff.jpg,2010-07-28 02:47:16,t003,2010-07-28,2010,train,train,train
49,2000,1124,images/t003/WdawXRghVK.jpg,2010-08-01 23:03:22,t003,2010-08-01,2010,train,train,train
50,2000,1124,images/t003/YZQHThUwDf.jpg,2010-07-31 21:40:54,t003,2010-07-31,2010,train,test,train
51,2000,1124,images/t003/ZToiMYHZgd.jpg,2010-07-31 21:17:40,t003,2010-07-31,2010,train,train,train
52,2000,1124,images/t003/aDgJZmrrTT.jpg,2010-07-31 21:35:24,t003,2010-07-31,2010,train,test,train
53,2000,1124,images/t003/bAsFeiqsYc.jpg,2010-08-02 17:26:14,t003,2010-08-02,2010,valid,train,train
54,2000,1124,images/t003/fTHsesuTHC.JPG,2010-07-07 16:24:00,t003,2010-07-07,2010,train,test,train
55,2000,1124,images/t003/gkXVeMpaGy.JPG,2010-07-07 16:11:13,t003,2010-07-07,2010,train,train,train
56,2000,1124,images/t003/iNwxCyamyr.JPG,2010-07-07 16:02:10,t003,2010-07-07,2010,train,train,train
57,2000,1124,images/t003/qxoAjUErxq.JPG,2010-07-07 16:21:20,t003,2010-07-07,2010,train,train,train
58,2000,1124,images/t003/tMOUElhljO.JPG,2010-07-07 16:31:21,t003,2010-07-07,2010,train,train,train
59,2000,1124,images/t003/zlkamyNHCP.jpg,2010-08-23 23:19:04,t003,2010-08-23,2010,test,test,train
60,2000,1500,images/t004/ABuUaTxraz.jpg,2010-07-16 00:00:00,t004,2010-07-16,2010,train,train,train
61,2000,1500,images/t004/BaeAeoSXhY.JPG,2010-07-16 15:53:47,t004,2010-07-16,2010,train,train,train
62,2000,1500,images/t004/DBIYKSPapV.jpg,2010-07-16 00:00:00,t004,2010-07-16,2010,train,train,train
63,2000,1500,images/t004/DJCSPZOvwy.JPG,2011-07-25 13:17:40,t004,2011-07-25,2011,valid,train,train
64,2000,1500,images/t004/DUtMXuyKUB.JPG,2011-07-29 11:45:36,t004,2011-07-29,2011,test,train,train
65,2000,1500,images/t004/ECpeXxeMsd.JPG,2010-07-16 16:02:23,t004,2010-07-16,2010,train,valid,train
66,2000,1500,images/t004/ESNBlsdTpx.JPG,2011-07-29 11:36:25,t004,2011-07-29,2011,test,train,train
67,2000,1500,images/t004/ETeBOTKqcf.JPG,2011-07-29 11:40:40,t004,2011-07-29,2011,test,train,train
68,2000,1500,images/t004/GOjPAjgzIa.JPG,2011-07-29 11:41:04,t004,2011-07-29,2011,test,train,train
69,2000,1500,images/t004/HvWBuYopvg.JPG,2011-07-29 11:37:03,t004,2011-07-29,2011,test,train,train
70,2000,1500,images/t004/IMEfzVXYDG.JPG,2011-07-25 13:19:47,t004,2011-07-25,2011,valid,test,train
71,2000,1500,images/t004/IPDPLObGot.JPG,2010-07-16 15:56:34,t004,2010-07-16,2010,train,train,train
72,2000,1124,images/t004/ImWKHwkZLP.jpg,2010-07-13 00:00:00,t004,2010-07-13,2010,train,train,train
73,2000,1124,images/t004/IrAQtrWqPb.jpg,2010-07-13 00:00:00,t004,2010-07-13,2010,train,train,train
74,2000,1124,images/t004/KooRzgwBTy.jpg,2010-07-13 00:00:00,t004,2010-07-13,2010,train,train,train
75,2000,1500,images/t004/MHGOaDZCbV.jpg,2010-07-16 00:00:00,t004,2010-07-16,2010,train,test,train
76,2000,1500,images/t004/MrzJgLCwXQ.jpg,2010-07-16 00:00:00,t004,2010-07-16,2010,train,test,train
77,2000,1124,images/t004/MzIRwubLJv.jpg,2010-07-10 00:00:00,t004,2010-07-10,2010,train,train,train
78,2000,1124,images/t004/NMHHaXjPLW.JPG,2010-07-10 13:49:39,t004,2010-07-10,2010,train,train,train
79,2000,1500,images/t004/NZesflDnhD.JPG,2011-07-25 13:26:34,t004,2011-07-25,2011,valid,test,train
80,2000,1124,images/t004/NnzPkEXOJI.jpg,2010-07-13 00:00:00,t004,2010-07-13,2010,train,train,train
81,2000,1500,images/t004/OCIYGKxbXH.jpg,2010-07-16 00:00:00,t004,2010-07-16,2010,train,train,train
82,2000,1500,images/t004/OKKtfiJEph.JPG,2011-07-06 15:19:33,t004,2011-07-06,2011,train,train,train
83,2000,1500,images/t004/PxsdqRGBPt.JPG,2013-07-14 17:24:48,t004,2013-07-14,2013,test,train,train
84,2000,1500,images/t004/QYXkRurBBL.JPG,2011-07-06 14:35:56,t004,2011-07-06,2011,train,train,train
85,2000,1500,images/t004/SAVdswKblZ.JPG,2011-07-06 16:13:26,t004,2011-07-06,2011,train,train,train
86,2000,1124,images/t004/TNMlJNQxaz.jpg,2010-07-10 00:00:00,t004,2010-07-10,2010,train,valid,train
87,2000,1124,images/t004/VEmdnrnZaq.jpg,2010-07-10 00:00:00,t004,2010-07-10,2010,train,train,train
88,2000,1124,images/t004/WdDLexzwWs.jpg,2010-07-13 00:00:00,t004,2010-07-13,2010,train,train,train
89,2000,1500,images/t004/WtDkexOcPu.JPG,2013-07-14 17:29:21,t004,2013-07-14,2013,test,valid,train
90,2000,1500,images/t004/WubhiUouNb.JPG,2010-07-16 15:42:05,t004,2010-07-16,2010,train,train,train
91,2000,1124,images/t004/XdJuTkuhjR.jpg,2010-07-10 00:00:00,t004,2010-07-10,2010,train,train,train
92,2000,1124,images/t004/YrnlzGqgoP.jpg,2010-07-10 00:00:00,t004,2010-07-10,2010,train,train,train
93,2000,1124,images/t004/aLyJUYVQvW.jpg,2010-07-13 00:00:00,t004,2010-07-13,2010,train,train,train
94,2000,1500,images/t004/bvLmAVTbCI.JPG,2011-07-06 14:42:07,t004,2011-07-06,2011,train,valid,train
95,2000,1500,images/t004/cOhVFuQqFb.JPG,2011-07-25 13:15:11,t004,2011-07-25,2011,valid,test,train
96,2000,1500,images/t004/dINEzwvtNh.JPG,2011-07-25 13:20:08,t004,2011-07-25,2011,valid,train,train
97,2000,1124,images/t004/dLStUgZiYK.JPG,2010-07-13 16:07:12,t004,2010-07-13,2010,train,test,train
98,2000,1124,images/t004/jDsPpMVIQh.jpg,2010-07-13 00:00:00,t004,2010-07-13,2010,train,train,train
99,2000,1500,images/t004/kKVWweSZts.JPG,2013-07-14 17:31:19,t004,2013-07-14,2013,test,valid,train
100,2000,1124,images/t004/koFAOTQqId.jpg,2010-07-13 00:00:00,t004,2010-07-13,2010,train,train,train
101,2000,1124,images/t004/kqGflQwhSL.jpg,2010-07-13 00:00:00,t004,2010-07-13,2010,train,train,train
102,2000,1500,images/t004/lViAyETNRK.jpg,2010-07-16 00:00:00,t004,2010-07-16,2010,train,valid,train
103,2000,1500,images/t004/lWaKTGEqNQ.jpg,2010-07-16 00:00:00,t004,2010-07-16,2010,train,test,train
104,2000,1124,images/t004/myJquAdOaf.JPG,2010-07-13 15:55:13,t004,2010-07-13,2010,train,test,train
105,2000,1500,images/t004/nEXKYosGOF.JPG,2013-07-14 17:51:04,t004,2013-07-14,2013,test,valid,train
106,2000,1500,images/t004/onJBUEeONU.JPG,2011-07-25 13:24:58,t004,2011-07-25,2011,valid,test,train
107,2000,1500,images/t004/pAeOVOUzVp.JPG,2013-07-14 17:43:35,t004,2013-07-14,2013,test,train,train
108,2000,1124,images/t004/qATtissSDz.jpg,2010-07-13 00:00:00,t004,2010-07-13,2010,train,train,train
109,2000,1500,images/t004/tTkLUOXcLP.JPG,2011-07-25 13:15:52,t004,2011-07-25,2011,valid,train,train
110,2000,1500,images/t004/wLqHmKDeHY.JPG,2011-07-06 15:56:05,t004,2011-07-06,2011,train,train,train
111,2000,1500,images/t004/xmmXsMoazM.JPG,2011-07-06 14:36:36,t004,2011-07-06,2011,train,test,train
112,2000,1500,images/t004/yQKABaiVBh.JPG,2013-07-14 17:39:42,t004,2013-07-14,2013,test,test,train
113,2000,1500,images/t004/zUgSLZzQOb.JPG,2011-07-29 12:01:13,t004,2011-07-29,2011,test,train,train
114,2000,1124,images/t004/zhiLHwIChB.JPG,2010-07-10 14:10:32,t004,2010-07-10,2010,train,test,train
115,2000,1500,images/t004/zspGDpFCHZ.jpg,2010-07-16 00:00:00,t004,2010-07-16,2010,train,train,train
116,2000,1500,images/t006/IwlHBilGrP.jpg,2010-08-05 02:02:39,t006,2010-08-05,2010,valid,train,train
117,2000,1544,images/t006/NVvCgDiDnf.jpg,2010-07-31 23:11:56,t006,2010-07-31,2010,train,test,train
118,2000,1500,images/t006/OftsohIPPw.jpg,2010-08-10 15:57:46,t006,2010-08-10,2010,test,valid,train
119,2000,1500,images/t006/OkVkJUWvVm.JPG,2010-07-16 16:50:45,t006,2010-07-16,2010,train,train,train
120,2000,1500,images/t006/WyYFDfbwGZ.JPG,2010-07-16 16:51:16,t006,2010-07-16,2010,train,train,train
121,2000,1500,images/t006/dFJLspgzYe.jpg,2010-07-29 22:57:57,t006,2010-07-29,2010,train,train,train
122,2000,1333,images/t007/BBuJpHMVVi.JPG,2020-07-01 18:27:56,t007,2020-07-01,2020,valid,test,test
123,2000,1333,images/t007/CLpmJBGkbs.JPG,2015-07-06 16:42:05,t007,2015-07-06,2015,train,test,train
124,2000,1333,images/t007/CSsLXEILgE.JPG,2020-07-01 18:27:12,t007,2020-07-01,2020,valid,test,test
125,2000,1333,images/t007/CjfQKJUyHh.JPG,2020-07-09 18:23:47,t007,2020-07-09,2020,test,valid,test
126,2000,1333,images/t007/CzHEKFUzuc.JPG,2018-07-02 17:47:46,t007,2018-07-02,2018,valid,train,train
127,2000,1500,images/t007/EDMZqlcNaE.JPG,2013-07-02 14:39:42,t007,2013-07-02,2013,train,train,train
128,2000,1333,images/t007/FFPKIUIHNz.JPG,2015-07-06 16:41:48,t007,2015-07-06,2015,train,valid,train
129,2000,1333,images/t007/GFIBNmiBxN.JPG,2015-07-06 16:40:39,t007,2015-07-06,2015,train,test,train
130,2000,1333,images/t007/IyfuzGqJsY.JPG,2020-07-08 18:34:14,t007,2020-07-08,2020,test,train,test
131,2000,1333,images/t007/LfYLSenHfW.JPG,2020-07-01 18:27:12,t007,2020-07-01,2020,valid,train,test
132,2000,1333,images/t007/LfszsvQcWa.JPG,2020-07-01 18:27:05,t007,2020-07-01,2020,valid,train,test
133,2000,1333,images/t007/MlwrRPzear.jpg,2015-05-04 18:57:13,t007,2015-05-04,2015,train,valid,train
134,2000,1333,images/t007/NHBhiquAqS.JPG,2020-07-08 18:34:08,t007,2020-07-08,2020,test,valid,test
135,2000,1333,images/t007/NgRSCXrxnH.JPG,2020-07-01 18:27:53,t007,2020-07-01,2020,valid,valid,test
136,2000,1333,images/t007/NkKZTFSVnv.JPG,2020-07-01 18:26:31,t007,2020-07-01,2020,valid,valid,test
137,2000,1333,images/t007/QHJmFYXtJo.JPG,2015-07-06 16:41:05,t007,2015-07-06,2015,train,train,train
138,2000,1333,images/t007/SMZJAyUsQK.jpg,2015-05-04 18:57:10,t007,2015-05-04,2015,train,train,train
139,2000,1333,images/t007/TxGUabqvGs.JPG,2020-07-01 18:27:06,t007,2020-07-01,2020,valid,train,test
140,2000,1333,images/t007/VGvnbQWemE.JPG,2020-07-09 18:23:28,t007,2020-07-09,2020,test,valid,test
141,2000,1333,images/t007/WlWDJkhtOV.JPG,2018-07-02 17:47:04,t007,2018-07-02,2018,valid,valid,train
142,2000,1333,images/t007/WuOEUwImuG.JPG,2020-07-09 18:23:49,t007,2020-07-09,2020,test,valid,test
143,2000,1333,images/t007/WyJWqmSOrD.JPG,2018-07-02 17:47:22,t007,2018-07-02,2018,valid,train,train
144,2000,1333,images/t007/XHnaJnVEVV.JPG,2018-07-02 17:47:39,t007,2018-07-02,2018,valid,valid,train
145,2000,1500,images/t007/ZDGmClBeMt.JPG,2013-07-02 14:40:31,t007,2013-07-02,2013,train,test,train
146,2000,1500,images/t007/aAfeJIMWyq.JPG,2013-07-02 14:39:09,t007,2013-07-02,2013,train,valid,train
147,2000,1333,images/t007/aBQqUVaFtt.JPG,2015-07-06 16:41:48,t007,2015-07-06,2015,train,valid,train
148,2000,1333,images/t007/avmcdAulEj.JPG,2018-07-02 17:48:19,t007,2018-07-02,2018,valid,valid,train
149,2000,1333,images/t007/azzPbkqWgO.JPG,2018-07-02 17:47:57,t007,2018-07-02,2018,valid,valid,train
150,2000,1333,images/t007/bFoOkYgDwN.JPG,2020-07-09 18:23:31,t007,2020-07-09,2020,test,test,test
151,2000,1333,images/t007/ciHHiKgOZT.JPG,2020-07-01 18:26:48,t007,2020-07-01,2020,valid,valid,test
152,2000,1333,images/t007/dCBUzfBpsu.JPG,2015-07-06 16:40:52,t007,2015-07-06,2015,train,train,train
153,2000,1333,images/t007/eYdtkAdyqQ.JPG,2018-07-02 17:47:23,t007,2018-07-02,2018,valid,test,train
154,2000,1333,images/t007/fSlnRyhNMF.JPG,2018-07-02 17:47:06,t007,2018-07-02,2018,valid,valid,train
155,2000,1333,images/t007/hSrgcUfofB.JPG,2015-07-06 16:41:01,t007,2015-07-06,2015,train,train,train
156,2000,1333,images/t007/iAgyYkXMmz.JPG,2020-07-08 18:34:17,t007,2020-07-08,2020,test,test,test
157,2000,1500,images/t007/itBJLpTXdb.JPG,2011-07-04 13:17:22,t007,2011-07-04,2011,train,train,train
158,2000,1333,images/t007/jUURRgrPGf.JPG,2020-07-01 18:27:07,t007,2020-07-01,2020,valid,train,test
159,2000,1333,images/t007/mxtsUWgyZP.JPG,2018-07-02 17:47:37,t007,2018-07-02,2018,valid,train,train
160,2000,1333,images/t007/nAbliWXsZs.JPG,2020-07-09 18:23:30,t007,2020-07-09,2020,test,test,test
161,2000,1333,images/t007/nNjbZAQATr.JPG,2020-07-09 18:23:26,t007,2020-07-09,2020,test,valid,test
162,2000,1500,images/t007/pBRIlcvUCQ.JPG,2013-07-02 14:40:22,t007,2013-07-02,2013,train,test,train
163,2000,1333,images/t007/tBBfPsgDEy.JPG,2015-07-06 16:41:14,t007,2015-07-06,2015,train,test,train
164,2000,1333,images/t007/tGosBfkLnc.JPG,2018-07-02 17:46:57,t007,2018-07-02,2018,valid,test,train
165,2000,1333,images/t007/tgwcyZBmCW.JPG,2015-07-06 16:41:15,t007,2015-07-06,2015,train,train,train
166,2000,1333,images/t007/vOiTTqYJor.JPG,2018-07-02 17:48:16,t007,2018-07-02,2018,valid,train,train
167,2000,1500,images/t007/vUeJgjSgvr.JPG,2011-07-04 13:17:43,t007,2011-07-04,2011,train,valid,train
168,2000,1333,images/t007/vVOgPTtIBk.JPG,2020-07-09 18:23:27,t007,2020-07-09,2020,test,train,test
169,2000,1333,images/t007/vvijsBqKiM.JPG,2020-07-09 18:23:33,t007,2020-07-09,2020,test,valid,test
170,2000,1333,images/t007/woyemqnJnP.JPG,2020-07-09 18:23:47,t007,2020-07-09,2020,test,valid,test
171,2000,1333,images/t007/zhfCTvDAyO.JPG,2020-07-01 18:27:38,t007,2020-07-01,2020,valid,valid,test
172,2000,1333,images/t007/zwhXVThbZj.JPG,2020-07-08 18:34:15,t007,2020-07-08,2020,test,test,test
173,2000,1333,images/t008/AoWnZBhmzJ.JPG,2017-06-15 19:26:29,t008,2017-06-15,2017,valid,train,train
174,2000,1500,images/t008/HFscFvXgkE.JPG,2011-07-04 16:15:22,t008,2011-07-04,2011,train,test,train
175,2000,1333,images/t008/HOtErXfaSN.JPG,2017-06-15 19:26:30,t008,2017-06-15,2017,valid,test,train
176,2000,1500,images/t008/HRgunEBVpR.JPG,2013-07-10 16:53:46,t008,2013-07-10,2013,train,valid,train
177,2000,1333,images/t008/JIqNDNaKHD.JPG,2020-07-12 09:08:37,t008,2020-07-12,2020,test,train,test
178,2000,1333,images/t008/KZYlaPjqgI.JPG,2017-06-15 19:28:30,t008,2017-06-15,2017,valid,train,train
179,2000,1333,images/t008/MLIpSizqjz.JPG,2017-06-15 19:26:34,t008,2017-06-15,2017,valid,test,train
180,2000,1333,images/t008/MUeDEmDTkO.JPG,2020-07-12 09:05:17,t008,2020-07-12,2020,test,test,test
181,2000,1500,images/t008/OaKjhEHFMX.jpg,2011-07-27 00:00:00,t008,2011-07-27,2011,train,train,train
182,2000,1333,images/t008/PaXakrkxqN.JPG,2017-06-15 19:27:52,t008,2017-06-15,2017,valid,train,train
183,2000,1500,images/t008/QYYyqViFZB.JPG,2013-07-10 17:11:32,t008,2013-07-10,2013,train,train,train
184,2000,1333,images/t008/ShZANpaDrS.JPG,2020-07-12 09:09:19,t008,2020-07-12,2020,test,test,test
185,2000,1500,images/t008/SnDvMSOKAL.JPG,2011-07-04 16:23:30,t008,2011-07-04,2011,train,valid,train
186,2000,1500,images/t008/ThyeqIOoad.JPG,2011-07-04 16:32:46,t008,2011-07-04,2011,train,valid,train
187,2000,1333,images/t008/UFBYQOLBkb.JPG,2017-06-15 19:25:46,t008,2017-06-15,2017,valid,train,train
188,2000,1333,images/t008/UQeOYJQWeL.JPG,2017-06-15 19:25:47,t008,2017-06-15,2017,valid,valid,train
189,2000,1333,images/t008/WttfWPqZDZ.JPG,2020-07-12 09:04:35,t008,2020-07-12,2020,test,valid,test
190,2000,1500,images/t008/XZZfWTTavh.JPG,2011-07-27 12:47:50,t008,2011-07-27,2011,train,valid,train
191,2000,1333,images/t008/XrNItFREJD.JPG,2017-06-15 19:27:57,t008,2017-06-15,2017,valid,valid,train
192,2000,1333,images/t008/ZEDYisanNG.JPG,2020-07-12 09:04:22,t008,2020-07-12,2020,test,valid,test
193,2000,1333,images/t008/bsbvYzlRFa.JPG,2020-07-12 09:10:40,t008,2020-07-12,2020,test,test,test
194,2000,1500,images/t008/cqErMgVHsT.JPG,2011-07-04 16:09:18,t008,2011-07-04,2011,train,valid,train
195,2000,1333,images/t008/fRMYzeAnNR.JPG,2017-06-15 19:25:35,t008,2017-06-15,2017,valid,test,train
196,2000,1333,images/t008/gPXNfoQpNl.JPG,2017-06-15 19:25:38,t008,2017-06-15,2017,valid,train,train
197,2000,1333,images/t008/ghmMKNgByo.JPG,2020-07-12 09:09:18,t008,2020-07-12,2020,test,valid,test
198,2000,1500,images/t008/iUFhSWkvnh.JPG,2011-07-27 12:47:12,t008,2011-07-27,2011,train,train,train
199,2000,1500,images/t008/icLogJaqir.JPG,2013-07-10 17:13:05,t008,2013-07-10,2013,train,train,train
200,2000,1333,images/t008/jgqQtpBwXq.JPG,2020-07-12 09:05:16,t008,2020-07-12,2020,test,test,test
201,2000,1500,images/t008/jydLvgfWLe.JPG,2013-07-10 17:00:40,t008,2013-07-10,2013,train,test,train
202,2000,1333,images/t008/sKqJZMOhfP.JPG,2020-07-12 09:05:43,t008,2020-07-12,2020,test,valid,test
203,2000,1500,images/t008/tMLBqZQcBJ.jpg,2011-07-04 00:00:00,t008,2011-07-04,2011,train,test,train
204,2000,1333,images/t008/vQJyxhLvfN.JPG,2017-06-15 19:25:02,t008,2017-06-15,2017,valid,train,train
205,2000,1500,images/t008/yIllHKfuLY.JPG,2013-07-10 16:58:09,t008,2013-07-10,2013,train,train,train
206,2000,1333,images/t008/zEJDJzsWxy.JPG,2020-07-12 09:06:19,t008,2020-07-12,2020,test,train,test
207,2000,1500,images/t009/DZsjswXuXw.JPG,2011-07-25 11:33:48,t009,2011-07-25,2011,valid,train,train
208,2000,1500,images/t009/IeLnTiiBZv.JPG,2013-07-25 16:53:03,t009,2013-07-25,2013,test,train,train
209,2000,1500,images/t009/Tumrysvqrj.JPG,2011-07-25 11:51:05,t009,2011-07-25,2011,valid,valid,train
210,2000,1500,images/t009/UJYfdjvmbk.JPG,2011-07-25 11:35:31,t009,2011-07-25,2011,valid,test,train
211,1500,2000,images/t009/VUcMzyxGOw.jpg,2013-07-25 00:00:00,t009,2013-07-25,2013,test,test,train
212,2000,1500,images/t009/VyPCpULOKW.jpg,2011-07-25 00:00:00,t009,2011-07-25,2011,valid,train,train
213,2000,1500,images/t009/XLBwMkREyk.JPG,2011-07-04 16:50:38,t009,2011-07-04,2011,train,train,train
214,2000,1500,images/t009/XbeufxZcEN.JPG,2013-07-25 16:56:52,t009,2013-07-25,2013,test,valid,train
215,2000,1500,images/t009/YFMIBcuVsf.JPG,2011-07-25 11:41:46,t009,2011-07-25,2011,valid,train,train
216,2000,1500,images/t009/gzwUvYbPJL.JPG,2013-07-25 16:53:20,t009,2013-07-25,2013,test,valid,train
217,2000,1500,images/t009/ilqkhWPRFn.JPG,2011-07-25 11:36:33,t009,2011-07-25,2011,valid,test,train
218,2000,1500,images/t009/kRYDRNOubt.JPG,2011-07-04 16:54:51,t009,2011-07-04,2011,train,valid,train
219,2000,1500,images/t009/ntmLZYFjUI.JPG,2013-07-25 16:53:28,t009,2013-07-25,2013,test,valid,train
220,2000,1500,images/t009/pRQFUsryQe.JPG,2013-07-25 16:49:51,t009,2013-07-25,2013,test,test,train
221,2000,1500,images/t009/qiuOMakHda.jpg,2011-07-25 00:00:00,t009,2011-07-25,2011,valid,valid,train
222,2000,1500,images/t009/qrxJxfUwiL.jpg,2011-07-04 00:00:00,t009,2011-07-04,2011,train,test,train
223,2000,1500,images/t009/zFbPBYpLNM.JPG,2011-07-04 16:48:49,t009,2011-07-04,2011,train,test,train
224,2000,1500,images/t009/zSYibOFYSL.JPG,2011-07-04 16:50:55,t009,2011-07-04,2011,train,valid,train
225,1674,1320,images/t011/EHJLZmdtKU.JPG,2011-07-10 00:00:00,t011,2011-07-10,2011,train,train,train
226,2000,1500,images/t011/RgBxTexvyE.JPG,2011-07-10 15:25:08,t011,2011-07-10,2011,train,train,train
227,2000,1500,images/t011/VEUvAPsCeJ.jpg,2011-07-10 00:00:00,t011,2011-07-10,2011,train,train,train
228,2000,1500,images/t011/fIzcwrVwwG.JPG,2011-07-10 15:25:02,t011,2011-07-10,2011,train,train,train
229,1500,2000,images/t011/jXMaAUSoeK.jpg,2011-07-10 00:00:00,t011,2011-07-10,2011,train,train,train
230,2000,1221,images/t011/luLBbWzeXj.jpg,2011-07-10 00:00:00,t011,2011-07-10,2011,train,train,train
231,2000,1333,images/t013/ACbKDvUxxW.JPG,2016-06-26 14:29:26,t013,2016-06-26,2016,valid,train,train
232,2000,1333,images/t013/DQNUTnnacX.JPG,2016-06-26 14:29:26,t013,2016-06-26,2016,valid,train,train
